Participant,Trial,Environment,Environment_Type,Chosen_Island,Probability,Random_Value,Reward,Score,Response_Time,Win-Stay,Lose-Shift,Exploration,Exploitation,ss1_score,ss1_group
FG015,196,2,High-Fast,2,25,0.54,-1,0,0.11,0,1,1,0,3,low ss1
FG015,197,2,High-Fast,3,60,0.43,1,1,0.02,0,1,1,0,3,low ss1
FG015,198,2,High-Fast,3,60,0.94,-1,0,0.58,1,0,0,1,3,low ss1
FG015,199,2,High-Fast,2,25,0.35,-1,-1,0.49,0,1,1,0,3,low ss1
FG015,200,2,High-Fast,3,60,0.83,-1,-2,0.32,0,1,1,0,3,low ss1
FG015,51,3,Low-Fast,2,15,0.87,-1,-3,1.59,0,1,1,0,3,low ss1
FG015,52,3,Low-Fast,3,5,0.37,-1,-4,0.03,0,1,1,0,3,low ss1
FG015,53,3,Low-Fast,1,80,0.99,-1,-5,0.31,0,1,1,0,3,low ss1
FG015,54,3,Low-Fast,1,80,0.23,1,-4,0.13,0,0,0,1,3,low ss1
FG015,55,3,Low-Fast,1,80,0.75,1,-3,0.02,1,0,0,1,3,low ss1
FG015,56,3,Low-Fast,1,80,0.6,1,-2,0.21,1,0,0,1,3,low ss1
FG015,57,3,Low-Fast,1,80,0.75,1,-1,0.06,1,0,0,1,3,low ss1
FG015,58,3,Low-Fast,1,80,0.82,-1,-2,0.25,1,0,0,1,3,low ss1
FG015,59,3,Low-Fast,3,5,0.39,-1,-3,0.04,0,1,1,0,3,low ss1
FG015,60,3,Low-Fast,2,15,0.8,-1,-4,0.09,0,1,1,0,3,low ss1
FG015,61,3,Low-Fast,1,15,0.67,-1,-5,0.06,0,1,1,0,3,low ss1
FG015,62,3,Low-Fast,3,80,0.99,-1,-6,0.35,0,1,1,0,3,low ss1
FG015,63,3,Low-Fast,2,5,0.04,1,-5,0.4,0,1,1,0,3,low ss1
FG015,64,3,Low-Fast,2,5,0.48,-1,-6,0.01,1,0,0,1,3,low ss1
FG015,65,3,Low-Fast,1,15,0.46,-1,-7,0.29,0,1,1,0,3,low ss1
FG015,66,3,Low-Fast,2,5,0.23,-1,-8,0.12,0,1,1,0,3,low ss1
FG015,67,3,Low-Fast,3,80,0.93,-1,-9,0.01,0,1,1,0,3,low ss1
FG015,68,3,Low-Fast,1,15,0.66,-1,-10,0.2,0,1,1,0,3,low ss1
FG015,69,3,Low-Fast,2,5,0.96,-1,-11,0.17,0,1,1,0,3,low ss1
FG015,70,3,Low-Fast,3,80,0.75,1,-10,0.05,0,1,1,0,3,low ss1
FG015,71,3,Low-Fast,3,15,0.9,-1,-11,0.1,1,0,0,1,3,low ss1
FG015,72,3,Low-Fast,2,80,0.74,1,-10,0.02,0,1,1,0,3,low ss1
FG015,73,3,Low-Fast,2,80,0.64,1,-9,0.25,1,0,0,1,3,low ss1
FG015,74,3,Low-Fast,2,80,0.06,1,-8,0.33,1,0,0,1,3,low ss1
FG015,75,3,Low-Fast,2,80,0.91,-1,-9,0.3,1,0,0,1,3,low ss1
FG015,76,3,Low-Fast,3,15,0.84,-1,-10,0.33,0,1,1,0,3,low ss1
FG015,77,3,Low-Fast,1,5,0.98,-1,-11,0.01,0,1,1,0,3,low ss1
FG015,78,3,Low-Fast,2,80,0.42,1,-10,0.01,0,1,1,0,3,low ss1
FG015,79,3,Low-Fast,2,80,0.84,-1,-11,0.51,1,0,0,1,3,low ss1
FG015,80,3,Low-Fast,3,15,0.2,-1,-12,0.18,0,1,1,0,3,low ss1
FG015,81,3,Low-Fast,2,5,0.69,-1,-13,0.25,0,1,1,0,3,low ss1
FG015,82,3,Low-Fast,1,80,0.97,-1,-14,0.04,0,1,1,0,3,low ss1
FG015,83,3,Low-Fast,3,15,0.8,-1,-15,0.21,0,1,1,0,3,low ss1
FG015,84,3,Low-Fast,2,5,0.91,-1,-16,0.01,0,1,1,0,3,low ss1
FG015,85,3,Low-Fast,1,80,0.86,-1,-17,0.08,0,1,1,0,3,low ss1
FG015,86,3,Low-Fast,3,15,0.74,-1,-18,0.02,0,1,1,0,3,low ss1
FG015,87,3,Low-Fast,2,5,0.35,-1,-19,0.49,0,1,1,0,3,low ss1
FG015,88,3,Low-Fast,3,15,0.67,-1,-20,0.46,0,1,1,0,3,low ss1
FG015,89,3,Low-Fast,1,80,0.4,1,-19,0.02,0,1,1,0,3,low ss1
FG015,90,3,Low-Fast,1,80,0.87,-1,-20,0.62,1,0,0,1,3,low ss1
FG015,91,3,Low-Fast,2,80,0.45,1,-19,0.23,0,1,1,0,3,low ss1
FG015,92,3,Low-Fast,2,80,0.26,1,-18,0.01,1,0,0,1,3,low ss1
FG015,93,3,Low-Fast,2,80,0.85,-1,-19,0.01,1,0,0,1,3,low ss1
FG015,94,3,Low-Fast,3,5,0.77,-1,-20,0.2,0,1,1,0,3,low ss1
FG015,95,3,Low-Fast,2,80,0.3,1,-19,0.02,0,1,1,0,3,low ss1
FG015,96,3,Low-Fast,2,80,0.1,1,-18,0.01,1,0,0,1,3,low ss1
FG015,97,3,Low-Fast,2,80,0.5,1,-17,0.07,1,0,0,1,3,low ss1
FG015,98,3,Low-Fast,2,80,0.33,1,-16,0.01,1,0,0,1,3,low ss1
FG015,99,3,Low-Fast,2,80,0.21,1,-15,0.01,1,0,0,1,3,low ss1
FG015,100,3,Low-Fast,2,80,0.35,1,-14,0.42,1,0,0,1,3,low ss1
FG015,101,4,High-Slow,2,25,0.98,-1,-15,1.24,1,0,0,1,3,low ss1
FG015,102,4,High-Slow,3,15,0.19,-1,-16,0.01,0,1,1,0,3,low ss1
FG015,103,4,High-Slow,1,60,0.53,1,-15,0.23,0,1,1,0,3,low ss1
FG015,104,4,High-Slow,1,60,0.41,1,-14,0.15,1,0,0,1,3,low ss1
FG015,105,4,High-Slow,1,60,0.84,-1,-15,0.21,1,0,0,1,3,low ss1
FG015,106,4,High-Slow,2,25,0.98,-1,-16,0.01,0,1,1,0,3,low ss1
FG015,107,4,High-Slow,3,15,0.35,-1,-17,0.01,0,1,1,0,3,low ss1
FG015,108,4,High-Slow,1,60,0.99,-1,-18,1.06,0,1,1,0,3,low ss1
FG015,109,4,High-Slow,3,15,0.75,-1,-19,0.06,0,1,1,0,3,low ss1
FG015,110,4,High-Slow,2,25,0.54,-1,-20,0.01,0,1,1,0,3,low ss1
FG015,111,4,High-Slow,1,60,0.48,1,-19,0.03,0,1,1,0,3,low ss1
FG015,112,4,High-Slow,1,60,0.89,-1,-20,0.24,1,0,0,1,3,low ss1
FG015,113,4,High-Slow,3,15,0.06,1,-19,0.03,0,1,1,0,3,low ss1
FG015,114,4,High-Slow,3,15,0.97,-1,-20,0.5,1,0,0,1,3,low ss1
FG015,115,4,High-Slow,2,25,0.9,-1,-21,0.1,0,1,1,0,3,low ss1
FG015,116,4,High-Slow,1,60,0.85,-1,-22,0.01,0,1,1,0,3,low ss1
FG015,117,4,High-Slow,3,15,0.72,-1,-23,0.24,0,1,1,0,3,low ss1
FG015,118,4,High-Slow,2,25,0.14,1,-22,0.2,0,1,1,0,3,low ss1
FG015,119,4,High-Slow,2,25,0.54,-1,-23,0.02,1,0,0,1,3,low ss1
FG015,120,4,High-Slow,3,15,0.98,-1,-24,0.25,0,1,1,0,3,low ss1
FG015,121,4,High-Slow,1,60,0.59,1,-23,0.01,0,1,1,0,3,low ss1
FG015,122,4,High-Slow,1,60,0.14,1,-22,0.96,1,0,0,1,3,low ss1
FG015,123,4,High-Slow,1,60,0.43,1,-21,0.4,1,0,0,1,3,low ss1
FG015,124,4,High-Slow,1,60,0.0,1,-20,0.39,1,0,0,1,3,low ss1
FG015,125,4,High-Slow,1,60,0.99,-1,-21,0.68,1,0,0,1,3,low ss1
FG015,126,4,High-Slow,2,60,0.33,1,-20,0.07,0,1,1,0,3,low ss1
FG015,127,4,High-Slow,2,60,0.9,-1,-21,0.83,1,0,0,1,3,low ss1
FG015,128,4,High-Slow,3,25,0.7,-1,-22,0.29,0,1,1,0,3,low ss1
FG015,129,4,High-Slow,1,15,0.3,-1,-23,0.03,0,1,1,0,3,low ss1
FG015,130,4,High-Slow,2,60,0.52,1,-22,0.03,0,1,1,0,3,low ss1
FG015,131,4,High-Slow,2,60,0.0,1,-21,0.27,1,0,0,1,3,low ss1
FG015,132,4,High-Slow,2,60,0.3,1,-20,0.47,1,0,0,1,3,low ss1
FG015,133,4,High-Slow,2,60,0.41,1,-19,0.2,1,0,0,1,3,low ss1
FG015,134,4,High-Slow,2,60,0.81,-1,-20,0.19,1,0,0,1,3,low ss1
FG015,135,4,High-Slow,3,25,0.03,1,-19,0.13,0,1,1,0,3,low ss1
FG015,136,4,High-Slow,3,25,0.89,-1,-20,0.01,1,0,0,1,3,low ss1
FG015,137,4,High-Slow,1,15,0.74,-1,-21,0.13,0,1,1,0,3,low ss1
FG015,138,4,High-Slow,2,60,0.39,1,-20,0.46,0,1,1,0,3,low ss1
FG015,139,4,High-Slow,2,60,0.65,-1,-21,0.01,1,0,0,1,3,low ss1
FG015,140,4,High-Slow,3,25,0.69,-1,-22,0.24,0,1,1,0,3,low ss1
FG015,141,4,High-Slow,1,15,0.71,-1,-23,0.17,0,1,1,0,3,low ss1
FG015,142,4,High-Slow,3,25,0.92,-1,-24,0.01,0,1,1,0,3,low ss1
FG015,143,4,High-Slow,2,60,0.26,1,-23,0.4,0,1,1,0,3,low ss1
FG015,144,4,High-Slow,2,60,0.58,1,-22,0.01,1,0,0,1,3,low ss1
FG015,145,4,High-Slow,2,60,0.91,-1,-23,0.01,0,0,0,1,3,low ss1
FG015,146,4,High-Slow,2,60,0.75,-1,-24,0.09,0,0,0,1,3,low ss1
FG015,147,4,High-Slow,3,25,0.15,1,-23,0.29,0,1,1,0,3,low ss1
FG015,148,4,High-Slow,3,25,0.13,1,-22,0.31,1,0,0,1,3,low ss1
FG015,149,4,High-Slow,3,25,0.53,-1,-23,0.09,1,0,0,1,3,low ss1
FG015,150,4,High-Slow,1,15,0.23,-1,-24,0.05,0,1,1,0,3,low ss1
FG054,101,1,High-Slow,1,60,0.65,-1,-1,1.52,0,0,0,0,3,low ss1
FG054,102,1,High-Slow,1,60,0.05,1,0,0.23,0,0,0,1,3,low ss1
FG054,103,1,High-Slow,1,60,0.56,1,1,0.14,1,0,0,1,3,low ss1
FG054,104,1,High-Slow,1,60,0.66,-1,0,0.08,1,0,0,1,3,low ss1
FG054,105,1,High-Slow,1,60,0.28,1,1,0.13,0,0,0,1,3,low ss1
FG054,106,1,High-Slow,1,60,0.57,1,2,0.09,1,0,0,1,3,low ss1
FG054,107,1,High-Slow,1,60,0.65,-1,1,0.01,1,0,0,1,3,low ss1
FG054,108,1,High-Slow,1,60,0.85,-1,0,0.01,0,0,0,1,3,low ss1
FG054,109,1,High-Slow,1,60,0.68,-1,-1,0.12,0,0,0,1,3,low ss1
FG054,110,1,High-Slow,3,15,0.4,-1,-2,0.07,0,1,1,0,3,low ss1
FG054,111,1,High-Slow,3,15,0.34,-1,-3,0.05,0,0,0,1,3,low ss1
FG054,112,1,High-Slow,2,25,0.3,-1,-4,0.01,0,1,1,0,3,low ss1
FG054,113,1,High-Slow,2,25,0.21,1,-3,0.08,0,0,0,1,3,low ss1
FG054,114,1,High-Slow,2,25,0.64,-1,-4,0.01,1,0,0,1,3,low ss1
FG054,115,1,High-Slow,2,25,0.1,1,-3,0.03,0,0,0,1,3,low ss1
FG054,116,1,High-Slow,2,25,0.14,1,-2,0.01,1,0,0,1,3,low ss1
FG054,117,1,High-Slow,2,25,0.17,1,-1,0.01,1,0,0,1,3,low ss1
FG054,118,1,High-Slow,2,25,0.13,1,0,0.05,1,0,0,1,3,low ss1
FG054,119,1,High-Slow,2,25,0.83,-1,-1,0.01,1,0,0,1,3,low ss1
FG054,120,1,High-Slow,2,25,0.07,1,0,0.12,0,0,0,1,3,low ss1
FG054,121,1,High-Slow,2,25,0.07,1,1,0.05,1,0,0,1,3,low ss1
FG054,122,1,High-Slow,2,25,0.88,-1,0,0.01,1,0,0,1,3,low ss1
FG054,123,1,High-Slow,2,25,0.69,-1,-1,0.06,0,0,0,1,3,low ss1
FG054,124,1,High-Slow,2,25,0.11,1,0,0.01,0,0,0,1,3,low ss1
FG054,125,1,High-Slow,2,25,0.81,-1,-1,0.2,1,0,0,1,3,low ss1
FG054,126,1,High-Slow,2,60,0.45,1,0,0.01,0,0,0,1,3,low ss1
FG054,127,1,High-Slow,2,60,0.35,1,1,0.09,1,0,0,1,3,low ss1
FG054,128,1,High-Slow,2,60,0.23,1,2,0.01,1,0,0,1,3,low ss1
FG054,129,1,High-Slow,2,60,0.8,-1,1,0.02,1,0,0,1,3,low ss1
FG054,130,1,High-Slow,2,60,0.03,1,2,0.01,0,0,0,1,3,low ss1
FG054,131,1,High-Slow,2,60,0.51,1,3,0.01,1,0,0,1,3,low ss1
FG054,132,1,High-Slow,2,60,0.09,1,4,0.01,1,0,0,1,3,low ss1
FG054,133,1,High-Slow,2,60,0.23,1,5,0.01,1,0,0,1,3,low ss1
FG054,134,1,High-Slow,2,60,0.66,-1,4,0.03,1,0,0,1,3,low ss1
FG054,135,1,High-Slow,2,60,0.49,1,5,0.01,0,0,0,1,3,low ss1
FG054,136,1,High-Slow,2,60,0.68,-1,4,0.07,1,0,0,1,3,low ss1
FG054,137,1,High-Slow,2,60,0.72,-1,3,0.01,0,0,0,1,3,low ss1
FG054,138,1,High-Slow,2,60,0.48,1,4,0.01,0,0,0,1,3,low ss1
FG054,139,1,High-Slow,2,60,0.02,1,5,0.01,1,0,0,1,3,low ss1
FG054,140,1,High-Slow,2,60,0.83,-1,4,0.01,1,0,0,1,3,low ss1
FG054,141,1,High-Slow,2,60,0.72,-1,3,0.01,0,0,0,1,3,low ss1
FG054,142,1,High-Slow,2,60,0.58,1,4,0.01,0,0,0,1,3,low ss1
FG054,143,1,High-Slow,2,60,0.47,1,5,0.15,1,0,0,1,3,low ss1
FG054,144,1,High-Slow,2,60,0.02,1,6,0.01,1,0,0,1,3,low ss1
FG054,145,1,High-Slow,2,60,0.25,1,7,0.01,1,0,0,1,3,low ss1
FG054,146,1,High-Slow,2,60,0.76,-1,6,0.01,1,0,0,1,3,low ss1
FG054,147,1,High-Slow,2,60,0.49,1,7,0.08,0,0,0,1,3,low ss1
FG054,148,1,High-Slow,2,60,0.77,-1,6,0.06,1,0,0,1,3,low ss1
FG054,149,1,High-Slow,2,60,0.68,-1,5,0.01,0,0,0,1,3,low ss1
FG054,150,1,High-Slow,2,60,0.1,1,6,0.08,0,0,0,1,3,low ss1
FG054,51,2,Low-Fast,1,80,0.47,1,7,1.2,0,0,1,0,3,low ss1
FG054,52,2,Low-Fast,1,80,0.56,1,8,0.02,1,0,0,1,3,low ss1
FG054,53,2,Low-Fast,1,80,0.41,1,9,0.01,1,0,0,1,3,low ss1
FG054,54,2,Low-Fast,1,80,0.11,1,10,0.01,1,0,0,1,3,low ss1
FG054,55,2,Low-Fast,1,80,0.77,1,11,0.02,1,0,0,1,3,low ss1
FG054,56,2,Low-Fast,1,80,0.24,1,12,0.01,1,0,0,1,3,low ss1
FG054,57,2,Low-Fast,1,80,0.29,1,13,0.08,1,0,0,1,3,low ss1
FG054,58,2,Low-Fast,1,80,0.61,1,14,0.01,1,0,0,1,3,low ss1
FG054,59,2,Low-Fast,1,80,0.68,1,15,0.01,1,0,0,1,3,low ss1
FG054,60,2,Low-Fast,1,80,0.32,1,16,0.01,1,0,0,1,3,low ss1
FG054,61,2,Low-Fast,1,15,0.54,-1,15,0.01,1,0,0,1,3,low ss1
FG054,62,2,Low-Fast,1,15,0.08,1,16,0.26,0,0,0,1,3,low ss1
FG054,63,2,Low-Fast,1,15,0.86,-1,15,0.01,1,0,0,1,3,low ss1
FG054,64,2,Low-Fast,1,15,0.76,-1,14,0.01,0,0,0,1,3,low ss1
FG054,65,2,Low-Fast,1,15,0.81,-1,13,0.04,0,0,0,1,3,low ss1
FG054,66,2,Low-Fast,3,80,0.88,-1,12,0.3,0,1,1,0,3,low ss1
FG054,67,2,Low-Fast,3,80,0.93,-1,11,0.01,0,0,0,1,3,low ss1
FG054,68,2,Low-Fast,2,5,0.53,-1,10,0.01,0,1,1,0,3,low ss1
FG054,69,2,Low-Fast,2,5,0.83,-1,9,0.02,0,0,0,1,3,low ss1
FG054,70,2,Low-Fast,2,5,0.92,-1,8,0.02,0,0,0,1,3,low ss1
FG054,71,2,Low-Fast,1,5,0.68,-1,7,0.01,0,1,1,0,3,low ss1
FG054,72,2,Low-Fast,1,5,0.25,-1,6,0.04,0,0,0,1,3,low ss1
FG054,73,2,Low-Fast,1,5,0.75,-1,5,0.54,0,0,0,1,3,low ss1
FG054,74,2,Low-Fast,3,15,0.35,-1,4,0.01,0,1,1,0,3,low ss1
FG054,75,2,Low-Fast,3,15,0.08,1,5,0.06,0,0,0,1,3,low ss1
FG054,76,2,Low-Fast,3,15,0.15,-1,4,0.01,1,0,0,1,3,low ss1
FG054,77,2,Low-Fast,3,15,0.15,-1,3,0.01,0,0,0,1,3,low ss1
FG054,78,2,Low-Fast,3,15,0.49,-1,2,0.36,0,0,0,1,3,low ss1
FG054,79,2,Low-Fast,2,80,0.75,1,3,0.03,0,1,1,0,3,low ss1
FG054,80,2,Low-Fast,2,80,0.94,-1,2,0.01,1,0,0,1,3,low ss1
FG054,81,2,Low-Fast,2,5,0.26,-1,1,0.01,0,0,0,1,3,low ss1
FG054,82,2,Low-Fast,2,5,0.31,-1,0,0.03,0,0,0,1,3,low ss1
FG054,83,2,Low-Fast,2,5,0.43,-1,-1,0.78,0,0,0,1,3,low ss1
FG054,84,2,Low-Fast,3,15,0.75,-1,-2,0.35,0,1,1,0,3,low ss1
FG054,85,2,Low-Fast,1,80,0.2,1,-1,0.25,0,1,1,0,3,low ss1
FG054,86,2,Low-Fast,1,80,0.12,1,0,0.01,1,0,0,1,3,low ss1
FG054,87,2,Low-Fast,1,80,0.66,1,1,0.01,1,0,0,1,3,low ss1
FG054,88,2,Low-Fast,1,80,0.08,1,2,0.05,1,0,0,1,3,low ss1
FG054,89,2,Low-Fast,1,80,0.42,1,3,0.01,1,0,0,1,3,low ss1
FG054,90,2,Low-Fast,1,80,0.62,1,4,0.02,1,0,0,1,3,low ss1
FG054,91,2,Low-Fast,1,15,0.54,-1,3,0.02,1,0,0,1,3,low ss1
FG054,92,2,Low-Fast,1,15,0.13,1,4,0.03,0,0,0,1,3,low ss1
FG054,93,2,Low-Fast,1,15,0.82,-1,3,0.01,1,0,0,1,3,low ss1
FG054,94,2,Low-Fast,1,15,0.29,-1,2,0.01,0,0,0,1,3,low ss1
FG054,95,2,Low-Fast,1,15,0.99,-1,1,0.01,0,0,0,1,3,low ss1
FG054,96,2,Low-Fast,1,15,0.98,-1,0,0.36,0,0,0,1,3,low ss1
FG054,97,2,Low-Fast,3,5,0.37,-1,-1,0.06,0,1,1,0,3,low ss1
FG054,98,2,Low-Fast,3,5,0.45,-1,-2,0.05,0,0,0,1,3,low ss1
FG054,99,2,Low-Fast,3,5,0.08,-1,-3,1.18,0,0,0,1,3,low ss1
FG054,100,2,Low-Fast,2,80,0.28,1,-2,0.21,0,1,1,0,3,low ss1
FG054,1,3,Low-Slow,2,15,0.51,-1,-3,1.29,1,0,0,1,3,low ss1
FG054,2,3,Low-Slow,2,15,0.29,-1,-4,0.12,0,0,0,1,3,low ss1
FG054,3,3,Low-Slow,1,80,0.53,1,-3,0.01,0,1,1,0,3,low ss1
FG054,4,3,Low-Slow,1,80,0.61,1,-2,0.06,1,0,0,1,3,low ss1
FG054,5,3,Low-Slow,1,80,0.66,1,-1,0.01,1,0,0,1,3,low ss1
FG054,6,3,Low-Slow,1,80,0.16,1,0,0.05,1,0,0,1,3,low ss1
FG054,7,3,Low-Slow,1,80,0.43,1,1,0.01,1,0,0,1,3,low ss1
FG054,8,3,Low-Slow,1,80,0.05,1,2,0.01,1,0,0,1,3,low ss1
FG054,9,3,Low-Slow,1,80,0.52,1,3,0.01,1,0,0,1,3,low ss1
FG054,10,3,Low-Slow,1,80,0.65,1,4,0.01,1,0,0,1,3,low ss1
FG054,11,3,Low-Slow,1,80,0.53,1,5,0.01,1,0,0,1,3,low ss1
FG054,12,3,Low-Slow,1,80,0.18,1,6,0.03,1,0,0,1,3,low ss1
FG054,13,3,Low-Slow,1,80,0.63,1,7,0.01,1,0,0,1,3,low ss1
FG054,14,3,Low-Slow,1,80,0.34,1,8,0.01,1,0,0,1,3,low ss1
FG054,15,3,Low-Slow,1,80,0.93,-1,7,0.01,1,0,0,1,3,low ss1
FG054,16,3,Low-Slow,1,80,0.31,1,8,0.01,0,0,0,1,3,low ss1
FG054,17,3,Low-Slow,1,80,0.82,-1,7,0.05,1,0,0,1,3,low ss1
FG054,18,3,Low-Slow,1,80,0.52,1,8,0.01,0,0,0,1,3,low ss1
FG054,19,3,Low-Slow,1,80,0.27,1,9,0.06,1,0,0,1,3,low ss1
FG054,20,3,Low-Slow,1,80,0.12,1,10,0.03,1,0,0,1,3,low ss1
FG054,21,3,Low-Slow,1,80,0.84,-1,9,0.01,1,0,0,1,3,low ss1
FG054,22,3,Low-Slow,1,80,0.48,1,10,0.01,0,0,0,1,3,low ss1
FG054,23,3,Low-Slow,1,80,0.41,1,11,0.04,1,0,0,1,3,low ss1
FG054,24,3,Low-Slow,1,80,0.54,1,12,0.01,1,0,0,1,3,low ss1
FG054,25,3,Low-Slow,1,15,0.9,-1,11,0.02,1,0,0,1,3,low ss1
FG054,26,3,Low-Slow,1,15,0.94,-1,10,0.01,0,0,0,1,3,low ss1
FG054,27,3,Low-Slow,1,15,0.07,1,11,0.02,0,0,0,1,3,low ss1
FG054,28,3,Low-Slow,1,15,0.79,-1,10,0.01,1,0,0,1,3,low ss1
FG054,29,3,Low-Slow,1,15,0.91,-1,9,0.01,0,0,0,1,3,low ss1
FG054,30,3,Low-Slow,1,15,0.24,-1,8,0.01,0,0,0,1,3,low ss1
FG054,31,3,Low-Slow,3,80,0.56,1,9,0.52,0,1,1,0,3,low ss1
FG054,32,3,Low-Slow,3,80,0.14,1,10,0.01,1,0,0,1,3,low ss1
FG054,33,3,Low-Slow,3,80,0.32,1,11,0.01,1,0,0,1,3,low ss1
FG054,34,3,Low-Slow,3,80,0.16,1,12,0.02,1,0,0,1,3,low ss1
FG054,35,3,Low-Slow,3,80,0.02,1,13,0.1,1,0,0,1,3,low ss1
FG054,36,3,Low-Slow,3,80,0.58,1,14,0.01,1,0,0,1,3,low ss1
FG054,37,3,Low-Slow,3,80,0.28,1,15,0.01,1,0,0,1,3,low ss1
FG054,38,3,Low-Slow,3,80,0.3,1,16,0.08,1,0,0,1,3,low ss1
FG054,39,3,Low-Slow,3,80,0.87,-1,15,0.01,1,0,0,1,3,low ss1
FG054,40,3,Low-Slow,3,80,0.67,1,16,0.1,0,0,0,1,3,low ss1
FG054,41,3,Low-Slow,3,80,0.27,1,17,0.01,1,0,0,1,3,low ss1
FG054,42,3,Low-Slow,3,80,0.61,1,18,0.01,1,0,0,1,3,low ss1
FG054,43,3,Low-Slow,3,80,0.31,1,19,0.01,1,0,0,1,3,low ss1
FG054,44,3,Low-Slow,3,80,0.72,1,20,0.01,1,0,0,1,3,low ss1
FG054,45,3,Low-Slow,3,80,0.74,1,21,0.01,1,0,0,1,3,low ss1
FG054,46,3,Low-Slow,3,80,0.06,1,22,0.01,1,0,0,1,3,low ss1
FG054,47,3,Low-Slow,3,80,0.37,1,23,0.05,1,0,0,1,3,low ss1
FG054,48,3,Low-Slow,3,80,0.2,1,24,0.01,1,0,0,1,3,low ss1
FG054,49,3,Low-Slow,3,80,0.48,1,25,0.03,1,0,0,1,3,low ss1
FG054,50,3,Low-Slow,3,80,0.12,1,26,0.01,1,0,0,1,3,low ss1
FG054,151,4,High-Fast,3,15,0.37,-1,25,0.97,1,0,0,1,3,low ss1
FG054,152,4,High-Fast,3,15,0.79,-1,24,0.72,0,0,0,1,3,low ss1
FG054,153,4,High-Fast,2,25,0.68,-1,23,0.02,0,1,1,0,3,low ss1
FG054,154,4,High-Fast,2,25,0.81,-1,22,0.05,0,0,0,1,3,low ss1
FG054,155,4,High-Fast,1,60,0.97,-1,21,0.04,0,1,1,0,3,low ss1
FG054,156,4,High-Fast,1,60,0.03,1,22,0.02,0,0,0,1,3,low ss1
FG054,157,4,High-Fast,1,60,0.57,1,23,0.07,1,0,0,1,3,low ss1
FG054,158,4,High-Fast,1,60,0.6,1,24,0.01,1,0,0,1,3,low ss1
FG054,159,4,High-Fast,1,60,0.42,1,25,0.19,1,0,0,1,3,low ss1
FG054,160,4,High-Fast,1,60,0.57,1,26,0.05,1,0,0,1,3,low ss1
FG054,161,4,High-Fast,1,25,0.61,-1,25,0.09,1,0,0,1,3,low ss1
FG054,162,4,High-Fast,1,25,0.13,1,26,0.03,0,0,0,1,3,low ss1
FG054,163,4,High-Fast,1,25,0.95,-1,25,0.01,1,0,0,1,3,low ss1
FG054,164,4,High-Fast,1,25,0.17,1,26,0.01,0,0,0,1,3,low ss1
FG054,165,4,High-Fast,1,25,0.2,1,27,0.01,1,0,0,1,3,low ss1
FG054,166,4,High-Fast,1,25,0.98,-1,26,0.01,1,0,0,1,3,low ss1
FG054,167,4,High-Fast,1,25,0.36,-1,25,0.03,0,0,0,1,3,low ss1
FG054,168,4,High-Fast,1,25,0.34,-1,24,0.01,0,0,0,1,3,low ss1
FG054,169,4,High-Fast,1,25,0.48,-1,23,0.01,0,0,0,1,3,low ss1
FG054,170,4,High-Fast,3,60,0.61,-1,22,0.01,0,1,1,0,3,low ss1
FG054,171,4,High-Fast,3,25,0.23,1,23,0.01,0,0,0,1,3,low ss1
FG054,172,4,High-Fast,3,25,0.66,-1,22,0.1,1,0,0,1,3,low ss1
FG054,173,4,High-Fast,3,25,0.94,-1,21,0.15,0,0,0,1,3,low ss1
FG054,174,4,High-Fast,2,60,0.24,1,22,0.04,0,1,1,0,3,low ss1
FG054,175,4,High-Fast,2,60,0.74,-1,21,0.06,1,0,0,1,3,low ss1
FG054,176,4,High-Fast,2,60,0.69,-1,20,0.01,0,0,0,1,3,low ss1
FG054,177,4,High-Fast,2,60,0.97,-1,19,0.09,0,0,0,1,3,low ss1
FG054,178,4,High-Fast,2,60,1.0,-1,18,0.01,0,0,0,1,3,low ss1
FG054,179,4,High-Fast,1,15,0.28,-1,17,0.01,0,1,1,0,3,low ss1
FG054,180,4,High-Fast,1,15,0.77,-1,16,0.1,0,0,0,1,3,low ss1
FG054,181,4,High-Fast,1,60,0.05,1,17,0.19,0,0,0,1,3,low ss1
FG054,182,4,High-Fast,1,60,0.68,-1,16,0.21,1,0,0,1,3,low ss1
FG054,183,4,High-Fast,1,60,0.27,1,17,0.53,0,0,0,1,3,low ss1
FG054,184,4,High-Fast,1,60,0.5,1,18,0.14,1,0,0,1,3,low ss1
FG054,185,4,High-Fast,1,60,0.1,1,19,0.17,1,0,0,1,3,low ss1
FG054,186,4,High-Fast,1,60,0.45,1,20,0.08,1,0,0,1,3,low ss1
FG054,187,4,High-Fast,1,60,0.36,1,21,0.07,1,0,0,1,3,low ss1
FG054,188,4,High-Fast,1,60,0.76,-1,20,0.02,1,0,0,1,3,low ss1
FG054,189,4,High-Fast,1,60,0.29,1,21,0.01,0,0,0,1,3,low ss1
FG054,190,4,High-Fast,1,60,0.76,-1,20,0.01,1,0,0,1,3,low ss1
FG054,191,4,High-Fast,1,15,0.18,-1,19,0.01,0,0,0,1,3,low ss1
FG054,192,4,High-Fast,1,15,0.79,-1,18,0.04,0,0,0,1,3,low ss1
FG054,193,4,High-Fast,1,15,0.9,-1,17,0.2,0,0,0,1,3,low ss1
FG054,194,4,High-Fast,3,60,0.13,1,18,0.01,0,1,1,0,3,low ss1
