Participant,Trial,Environment,Environment_Type,Chosen_Island,Probability,Random_Value,Reward,Score,Response_Time,Win-Stay,Lose-Shift,Exploration,Exploitation,ss1_score,ss1_group
FG054,195,4,High-Fast,3,60,0.88,-1,17,0.08,1,0,0,1,3,low ss1
FG054,196,4,High-Fast,3,60,0.41,1,18,0.01,0,0,0,1,3,low ss1
FG054,197,4,High-Fast,3,60,0.85,-1,17,0.01,1,0,0,1,3,low ss1
FG054,198,4,High-Fast,3,60,0.54,1,18,0.02,0,0,0,1,3,low ss1
FG054,199,4,High-Fast,3,60,0.33,1,19,0.01,1,0,0,1,3,low ss1
FG054,200,4,High-Fast,3,60,0.74,-1,18,0.01,1,0,0,1,3,low ss1
FG055,151,1,High-Fast,1,60,0.2,1,1,1.08,0,0,0,0,9,high ss1
FG055,152,1,High-Fast,1,60,0.64,-1,0,0.01,1,0,0,1,9,high ss1
FG055,153,1,High-Fast,2,25,0.56,-1,-1,0.01,0,1,1,0,9,high ss1
FG055,154,1,High-Fast,3,15,0.06,1,0,0.07,0,1,1,0,9,high ss1
FG055,155,1,High-Fast,3,15,0.69,-1,-1,0.01,1,0,0,1,9,high ss1
FG055,156,1,High-Fast,1,60,0.22,1,0,0.01,0,1,1,0,9,high ss1
FG055,157,1,High-Fast,1,60,0.03,1,1,0.01,1,0,0,1,9,high ss1
FG055,158,1,High-Fast,1,60,0.11,1,2,0.01,1,0,0,1,9,high ss1
FG055,159,1,High-Fast,1,60,0.14,1,3,0.06,1,0,0,1,9,high ss1
FG055,160,1,High-Fast,1,60,0.48,1,4,0.02,1,0,0,1,9,high ss1
FG055,161,1,High-Fast,1,25,0.6,-1,3,0.03,1,0,0,1,9,high ss1
FG055,162,1,High-Fast,3,60,0.43,1,4,0.01,0,1,1,0,9,high ss1
FG055,163,1,High-Fast,3,60,0.18,1,5,0.01,1,0,0,1,9,high ss1
FG055,164,1,High-Fast,3,60,0.98,-1,4,0.02,1,0,0,1,9,high ss1
FG055,165,1,High-Fast,1,25,0.4,-1,3,0.01,0,1,1,0,9,high ss1
FG055,166,1,High-Fast,3,60,0.26,1,4,0.03,0,1,1,0,9,high ss1
FG055,167,1,High-Fast,3,60,0.45,1,5,0.01,1,0,0,1,9,high ss1
FG055,168,1,High-Fast,3,60,0.06,1,6,0.17,1,0,0,1,9,high ss1
FG055,169,1,High-Fast,3,60,0.57,1,7,0.01,1,0,0,1,9,high ss1
FG055,170,1,High-Fast,3,60,0.47,1,8,0.01,1,0,0,1,9,high ss1
FG055,171,1,High-Fast,3,25,0.21,1,9,0.01,1,0,0,1,9,high ss1
FG055,172,1,High-Fast,3,25,0.17,1,10,0.01,1,0,0,1,9,high ss1
FG055,173,1,High-Fast,3,25,0.16,1,11,0.05,1,0,0,1,9,high ss1
FG055,174,1,High-Fast,3,25,0.18,1,12,0.01,1,0,0,1,9,high ss1
FG055,175,1,High-Fast,3,25,0.92,-1,11,0.01,1,0,0,1,9,high ss1
FG055,176,1,High-Fast,1,15,0.41,-1,10,0.01,0,1,1,0,9,high ss1
FG055,177,1,High-Fast,3,25,0.84,-1,9,0.01,0,1,1,0,9,high ss1
FG055,178,1,High-Fast,3,25,0.69,-1,8,0.01,0,0,0,1,9,high ss1
FG055,179,1,High-Fast,2,60,0.44,1,9,0.02,0,1,1,0,9,high ss1
FG055,180,1,High-Fast,2,60,0.47,1,10,0.01,1,0,0,1,9,high ss1
FG055,181,1,High-Fast,2,15,0.53,-1,9,0.3,1,0,0,1,9,high ss1
FG055,182,1,High-Fast,1,60,0.95,-1,8,0.15,0,1,1,0,9,high ss1
FG055,183,1,High-Fast,3,25,0.41,-1,7,0.01,0,1,1,0,9,high ss1
FG055,184,1,High-Fast,2,15,0.55,-1,6,0.01,0,1,1,0,9,high ss1
FG055,185,1,High-Fast,3,25,0.9,-1,5,0.01,0,1,1,0,9,high ss1
FG055,186,1,High-Fast,3,25,0.31,-1,4,0.16,0,0,0,1,9,high ss1
FG055,187,1,High-Fast,1,60,0.09,1,5,0.01,0,1,1,0,9,high ss1
FG055,188,1,High-Fast,1,60,0.37,1,6,0.01,1,0,0,1,9,high ss1
FG055,189,1,High-Fast,1,60,0.47,1,7,0.01,1,0,0,1,9,high ss1
FG055,190,1,High-Fast,1,60,0.02,1,8,0.02,1,0,0,1,9,high ss1
FG055,191,1,High-Fast,1,15,0.57,-1,7,0.1,1,0,0,1,9,high ss1
FG055,192,1,High-Fast,2,25,0.59,-1,6,0.11,0,1,1,0,9,high ss1
FG055,193,1,High-Fast,1,15,0.69,-1,5,0.04,0,1,1,0,9,high ss1
FG055,194,1,High-Fast,3,60,0.94,-1,4,0.01,0,1,1,0,9,high ss1
FG055,195,1,High-Fast,1,15,0.48,-1,3,0.21,0,1,1,0,9,high ss1
FG055,196,1,High-Fast,3,60,0.91,-1,2,0.05,0,1,1,0,9,high ss1
FG055,197,1,High-Fast,2,25,0.46,-1,1,0.01,0,1,1,0,9,high ss1
FG055,198,1,High-Fast,3,60,0.21,1,2,0.02,0,1,1,0,9,high ss1
FG055,199,1,High-Fast,3,60,0.63,-1,1,0.1,1,0,0,1,9,high ss1
FG055,200,1,High-Fast,1,15,0.61,-1,0,0.18,0,1,1,0,9,high ss1
FG055,101,2,High-Slow,2,25,0.7,-1,-1,1.18,0,1,1,0,9,high ss1
FG055,102,2,High-Slow,1,60,0.08,1,0,0.01,0,1,1,0,9,high ss1
FG055,103,2,High-Slow,1,60,0.83,-1,-1,0.01,1,0,0,1,9,high ss1
FG055,104,2,High-Slow,3,15,0.19,-1,-2,0.65,0,1,1,0,9,high ss1
FG055,105,2,High-Slow,1,60,0.79,-1,-3,1.04,0,1,1,0,9,high ss1
FG055,106,2,High-Slow,2,25,0.52,-1,-4,0.01,0,1,1,0,9,high ss1
FG055,107,2,High-Slow,2,25,0.58,-1,-5,0.19,0,0,0,1,9,high ss1
FG055,108,2,High-Slow,3,15,0.63,-1,-6,0.01,0,1,1,0,9,high ss1
FG055,109,2,High-Slow,1,60,0.59,1,-5,0.21,0,1,1,0,9,high ss1
FG055,110,2,High-Slow,1,60,0.2,1,-4,0.12,1,0,0,1,9,high ss1
FG055,111,2,High-Slow,1,60,0.19,1,-3,0.01,1,0,0,1,9,high ss1
FG055,112,2,High-Slow,1,60,0.62,-1,-4,0.01,1,0,0,1,9,high ss1
FG055,113,2,High-Slow,3,15,0.79,-1,-5,0.01,0,1,1,0,9,high ss1
FG055,114,2,High-Slow,1,60,0.97,-1,-6,0.01,0,1,1,0,9,high ss1
FG055,115,2,High-Slow,2,25,0.17,1,-5,0.06,0,1,1,0,9,high ss1
FG055,116,2,High-Slow,2,25,0.63,-1,-6,0.04,1,0,0,1,9,high ss1
FG055,117,2,High-Slow,1,60,0.75,-1,-7,0.01,0,1,1,0,9,high ss1
FG055,118,2,High-Slow,2,25,0.5,-1,-8,0.02,0,1,1,0,9,high ss1
FG055,119,2,High-Slow,3,15,0.12,1,-7,0.02,0,1,1,0,9,high ss1
FG055,120,2,High-Slow,3,15,0.98,-1,-8,0.01,1,0,0,1,9,high ss1
FG055,121,2,High-Slow,3,15,0.75,-1,-9,0.05,0,0,0,1,9,high ss1
FG055,122,2,High-Slow,1,60,0.59,1,-8,0.14,0,1,1,0,9,high ss1
FG055,123,2,High-Slow,1,60,0.15,1,-7,0.01,1,0,0,1,9,high ss1
FG055,124,2,High-Slow,1,60,0.18,1,-6,0.07,1,0,0,1,9,high ss1
FG055,125,2,High-Slow,1,60,0.78,-1,-7,0.02,1,0,0,1,9,high ss1
FG055,126,2,High-Slow,2,60,0.91,-1,-8,0.3,0,1,1,0,9,high ss1
FG055,127,2,High-Slow,3,25,0.84,-1,-9,0.18,0,1,1,0,9,high ss1
FG055,128,2,High-Slow,1,15,0.89,-1,-10,0.01,0,1,1,0,9,high ss1
FG055,129,2,High-Slow,2,60,0.32,1,-9,0.39,0,1,1,0,9,high ss1
FG055,130,2,High-Slow,2,60,0.4,1,-8,0.5,1,0,0,1,9,high ss1
FG055,131,2,High-Slow,2,60,0.3,1,-7,0.24,1,0,0,1,9,high ss1
FG055,132,2,High-Slow,2,60,0.32,1,-6,0.02,1,0,0,1,9,high ss1
FG055,133,2,High-Slow,2,60,0.8,-1,-7,0.32,1,0,0,1,9,high ss1
FG055,134,2,High-Slow,3,25,0.61,-1,-8,0.01,0,1,1,0,9,high ss1
FG055,135,2,High-Slow,1,15,0.9,-1,-9,0.01,0,1,1,0,9,high ss1
FG055,136,2,High-Slow,2,60,0.15,1,-8,0.01,0,1,1,0,9,high ss1
FG055,137,2,High-Slow,2,60,0.37,1,-7,0.05,1,0,0,1,9,high ss1
FG055,138,2,High-Slow,2,60,0.79,-1,-8,0.05,1,0,0,1,9,high ss1
FG055,139,2,High-Slow,3,25,0.59,-1,-9,0.02,0,1,1,0,9,high ss1
FG055,140,2,High-Slow,1,15,0.61,-1,-10,0.01,0,1,1,0,9,high ss1
FG055,141,2,High-Slow,2,60,0.13,1,-9,0.05,0,1,1,0,9,high ss1
FG055,142,2,High-Slow,2,60,0.83,-1,-10,0.03,1,0,0,1,9,high ss1
FG055,143,2,High-Slow,3,25,0.72,-1,-11,0.01,0,1,1,0,9,high ss1
FG055,144,2,High-Slow,1,15,0.45,-1,-12,0.02,0,1,1,0,9,high ss1
FG055,145,2,High-Slow,2,60,0.04,1,-11,0.01,0,1,1,0,9,high ss1
FG055,146,2,High-Slow,2,60,0.1,1,-10,0.02,1,0,0,1,9,high ss1
FG055,147,2,High-Slow,2,60,0.26,1,-9,0.01,1,0,0,1,9,high ss1
FG055,148,2,High-Slow,2,60,0.43,1,-8,0.04,1,0,0,1,9,high ss1
FG055,149,2,High-Slow,2,60,0.58,1,-7,0.06,1,0,0,1,9,high ss1
FG055,150,2,High-Slow,2,60,0.1,1,-6,0.01,1,0,0,1,9,high ss1
FG055,51,3,Low-Fast,2,15,0.73,-1,-7,0.98,1,0,0,1,9,high ss1
FG055,52,3,Low-Fast,1,80,0.72,1,-6,0.01,0,1,1,0,9,high ss1
FG055,53,3,Low-Fast,1,80,0.89,-1,-7,0.06,1,0,0,1,9,high ss1
FG055,54,3,Low-Fast,3,5,0.42,-1,-8,0.02,0,1,1,0,9,high ss1
FG055,55,3,Low-Fast,2,15,0.07,1,-7,0.01,0,1,1,0,9,high ss1
FG055,56,3,Low-Fast,2,15,0.96,-1,-8,0.01,1,0,0,1,9,high ss1
FG055,57,3,Low-Fast,3,5,0.87,-1,-9,0.1,0,1,1,0,9,high ss1
FG055,58,3,Low-Fast,1,80,0.81,-1,-10,0.01,0,1,1,0,9,high ss1
FG055,59,3,Low-Fast,2,15,0.02,1,-9,0.08,0,1,1,0,9,high ss1
FG055,60,3,Low-Fast,2,15,0.8,-1,-10,0.03,1,0,0,1,9,high ss1
FG055,61,3,Low-Fast,3,80,0.67,1,-9,0.15,0,1,1,0,9,high ss1
FG055,62,3,Low-Fast,3,80,0.47,1,-8,0.05,1,0,0,1,9,high ss1
FG055,63,3,Low-Fast,3,80,0.51,1,-7,0.01,1,0,0,1,9,high ss1
FG055,64,3,Low-Fast,3,80,0.55,1,-6,0.01,1,0,0,1,9,high ss1
FG055,65,3,Low-Fast,3,80,0.42,1,-5,0.02,1,0,0,1,9,high ss1
FG055,66,3,Low-Fast,3,80,0.2,1,-4,0.02,1,0,0,1,9,high ss1
FG055,67,3,Low-Fast,3,80,0.38,1,-3,0.01,1,0,0,1,9,high ss1
FG055,68,3,Low-Fast,3,80,0.06,1,-2,0.01,1,0,0,1,9,high ss1
FG055,69,3,Low-Fast,3,80,0.97,-1,-3,0.01,1,0,0,1,9,high ss1
FG055,70,3,Low-Fast,1,15,0.95,-1,-4,0.01,0,1,1,0,9,high ss1
FG055,71,3,Low-Fast,3,15,0.81,-1,-5,0.07,0,1,1,0,9,high ss1
FG055,72,3,Low-Fast,2,80,0.13,1,-4,0.01,0,1,1,0,9,high ss1
FG055,73,3,Low-Fast,2,80,0.22,1,-3,0.15,1,0,0,1,9,high ss1
FG055,74,3,Low-Fast,2,80,0.18,1,-2,0.17,1,0,0,1,9,high ss1
FG055,75,3,Low-Fast,2,80,0.71,1,-1,0.01,1,0,0,1,9,high ss1
FG055,76,3,Low-Fast,2,80,0.89,-1,-2,0.01,1,0,0,1,9,high ss1
FG055,77,3,Low-Fast,1,5,0.12,-1,-3,0.15,0,1,1,0,9,high ss1
FG055,78,3,Low-Fast,3,15,0.97,-1,-4,0.13,0,1,1,0,9,high ss1
FG055,79,3,Low-Fast,1,5,0.81,-1,-5,0.01,0,1,1,0,9,high ss1
FG055,80,3,Low-Fast,2,80,0.03,1,-4,0.43,0,1,1,0,9,high ss1
FG055,81,3,Low-Fast,2,5,0.25,-1,-5,0.01,1,0,0,1,9,high ss1
FG055,82,3,Low-Fast,3,15,0.33,-1,-6,0.24,0,1,1,0,9,high ss1
FG055,83,3,Low-Fast,1,80,0.92,-1,-7,0.01,0,1,1,0,9,high ss1
FG055,84,3,Low-Fast,2,5,0.71,-1,-8,0.01,0,1,1,0,9,high ss1
FG055,85,3,Low-Fast,1,80,0.84,-1,-9,0.07,0,1,1,0,9,high ss1
FG055,86,3,Low-Fast,2,5,0.97,-1,-10,0.01,0,1,1,0,9,high ss1
FG055,87,3,Low-Fast,3,15,0.07,1,-9,0.04,0,1,1,0,9,high ss1
FG055,88,3,Low-Fast,3,15,0.77,-1,-10,0.05,1,0,0,1,9,high ss1
FG055,89,3,Low-Fast,1,80,0.98,-1,-11,0.01,0,1,1,0,9,high ss1
FG055,90,3,Low-Fast,2,5,0.62,-1,-12,0.08,0,1,1,0,9,high ss1
FG055,91,3,Low-Fast,3,5,0.74,-1,-13,0.01,0,1,1,0,9,high ss1
FG055,92,3,Low-Fast,1,15,0.21,-1,-14,0.04,0,1,1,0,9,high ss1
FG055,93,3,Low-Fast,3,5,0.11,-1,-15,0.02,0,1,1,0,9,high ss1
FG055,94,3,Low-Fast,1,15,0.53,-1,-16,0.02,0,1,1,0,9,high ss1
FG055,95,3,Low-Fast,3,5,0.92,-1,-17,0.06,0,1,1,0,9,high ss1
FG055,96,3,Low-Fast,1,15,0.67,-1,-18,0.01,0,1,1,0,9,high ss1
FG055,97,3,Low-Fast,3,5,0.01,1,-17,0.62,0,1,1,0,9,high ss1
FG055,98,3,Low-Fast,3,5,0.22,-1,-18,0.31,1,0,0,1,9,high ss1
FG055,99,3,Low-Fast,1,15,0.9,-1,-19,0.01,0,1,1,0,9,high ss1
FG055,100,3,Low-Fast,3,5,0.2,-1,-20,0.02,0,1,1,0,9,high ss1
FG055,1,4,Low-Slow,2,15,0.46,-1,-21,1.13,0,1,1,0,9,high ss1
FG055,2,4,Low-Slow,1,80,0.76,1,-20,0.01,0,1,1,0,9,high ss1
FG055,3,4,Low-Slow,1,80,0.58,1,-19,0.02,1,0,0,1,9,high ss1
FG055,4,4,Low-Slow,1,80,0.06,1,-18,0.01,1,0,0,1,9,high ss1
FG055,5,4,Low-Slow,1,80,0.04,1,-17,0.63,1,0,0,1,9,high ss1
FG055,6,4,Low-Slow,1,80,0.07,1,-16,0.06,1,0,0,1,9,high ss1
FG055,7,4,Low-Slow,1,80,0.06,1,-15,0.01,1,0,0,1,9,high ss1
FG055,8,4,Low-Slow,1,80,0.9,-1,-16,0.17,1,0,0,1,9,high ss1
FG055,9,4,Low-Slow,2,15,0.41,-1,-17,0.07,0,1,1,0,9,high ss1
FG055,10,4,Low-Slow,1,80,0.96,-1,-18,0.02,0,1,1,0,9,high ss1
FG055,11,4,Low-Slow,3,5,0.47,-1,-19,0.07,0,1,1,0,9,high ss1
FG055,12,4,Low-Slow,1,80,0.14,1,-18,0.01,0,1,1,0,9,high ss1
FG055,13,4,Low-Slow,1,80,0.07,1,-17,0.1,1,0,0,1,9,high ss1
FG055,14,4,Low-Slow,1,80,0.81,-1,-18,0.06,1,0,0,1,9,high ss1
FG055,15,4,Low-Slow,2,15,0.38,-1,-19,0.5,0,1,1,0,9,high ss1
FG055,16,4,Low-Slow,3,5,0.17,-1,-20,0.58,0,1,1,0,9,high ss1
FG055,17,4,Low-Slow,1,80,0.42,1,-19,0.01,0,1,1,0,9,high ss1
FG055,18,4,Low-Slow,1,80,0.79,1,-18,0.45,1,0,0,1,9,high ss1
FG055,19,4,Low-Slow,1,80,0.84,-1,-19,0.26,1,0,0,1,9,high ss1
FG055,20,4,Low-Slow,2,15,0.52,-1,-20,0.65,0,1,1,0,9,high ss1
FG055,21,4,Low-Slow,3,5,0.86,-1,-21,0.71,0,1,1,0,9,high ss1
FG055,22,4,Low-Slow,1,80,0.67,1,-20,0.01,0,1,1,0,9,high ss1
FG055,23,4,Low-Slow,1,80,0.48,1,-19,0.32,1,0,0,1,9,high ss1
FG055,24,4,Low-Slow,1,80,0.28,1,-18,0.71,1,0,0,1,9,high ss1
FG055,25,4,Low-Slow,1,15,0.41,-1,-19,0.63,1,0,0,1,9,high ss1
FG055,26,4,Low-Slow,2,5,0.08,-1,-20,0.01,0,1,1,0,9,high ss1
FG055,27,4,Low-Slow,3,80,0.34,1,-19,0.52,0,1,1,0,9,high ss1
FG055,28,4,Low-Slow,3,80,0.13,1,-18,0.14,1,0,0,1,9,high ss1
FG055,29,4,Low-Slow,3,80,0.35,1,-17,0.01,1,0,0,1,9,high ss1
FG055,30,4,Low-Slow,3,80,0.73,1,-16,0.2,1,0,0,1,9,high ss1
FG055,31,4,Low-Slow,3,80,0.17,1,-15,0.01,1,0,0,1,9,high ss1
FG055,32,4,Low-Slow,3,80,0.52,1,-14,0.59,1,0,0,1,9,high ss1
FG055,33,4,Low-Slow,3,80,0.5,1,-13,0.02,1,0,0,1,9,high ss1
FG055,34,4,Low-Slow,3,80,0.81,-1,-14,0.03,1,0,0,1,9,high ss1
FG055,35,4,Low-Slow,1,15,0.78,-1,-15,0.03,0,1,1,0,9,high ss1
FG055,36,4,Low-Slow,3,80,0.92,-1,-16,0.02,0,1,1,0,9,high ss1
FG055,37,4,Low-Slow,2,5,0.38,-1,-17,0.01,0,1,1,0,9,high ss1
FG055,38,4,Low-Slow,3,80,0.95,-1,-18,0.04,0,1,1,0,9,high ss1
FG055,39,4,Low-Slow,1,15,0.19,-1,-19,0.06,0,1,1,0,9,high ss1
FG055,40,4,Low-Slow,3,80,0.94,-1,-20,0.01,0,1,1,0,9,high ss1
FG055,41,4,Low-Slow,1,15,0.59,-1,-21,0.01,0,1,1,0,9,high ss1
FG055,42,4,Low-Slow,3,80,0.01,1,-20,0.02,0,1,1,0,9,high ss1
FG055,43,4,Low-Slow,3,80,0.06,1,-19,0.3,1,0,0,1,9,high ss1
FG055,44,4,Low-Slow,3,80,0.45,1,-18,0.02,1,0,0,1,9,high ss1
FG055,45,4,Low-Slow,3,80,0.14,1,-17,0.05,1,0,0,1,9,high ss1
FG055,46,4,Low-Slow,3,80,0.05,1,-16,0.01,1,0,0,1,9,high ss1
FG055,47,4,Low-Slow,3,80,0.02,1,-15,0.01,1,0,0,1,9,high ss1
FG055,48,4,Low-Slow,3,80,0.58,1,-14,0.01,1,0,0,1,9,high ss1
FG055,49,4,Low-Slow,3,80,0.71,1,-13,0.04,1,0,0,1,9,high ss1
FG055,50,4,Low-Slow,3,80,0.3,1,-12,0.1,1,0,0,1,9,high ss1
FG017,1,1,Low-Slow,1,80,0.27,1,1,7.7,0,0,0,0,5,high ss1
FG017,2,1,Low-Slow,3,5,0.74,-1,0,25.48,0,0,1,0,5,high ss1
FG017,3,1,Low-Slow,2,15,0.41,-1,-1,2.48,0,1,1,0,5,high ss1
FG017,4,1,Low-Slow,3,5,0.29,-1,-2,6.07,0,1,1,0,5,high ss1
FG017,5,1,Low-Slow,1,80,0.03,1,-1,2.08,0,1,1,0,5,high ss1
FG017,6,1,Low-Slow,3,5,0.46,-1,-2,8.25,0,0,1,0,5,high ss1
FG017,7,1,Low-Slow,2,15,0.08,1,-1,1.17,0,1,1,0,5,high ss1
FG017,8,1,Low-Slow,2,15,0.84,-1,-2,4.52,1,0,0,1,5,high ss1
FG017,9,1,Low-Slow,1,80,0.01,1,-1,0.69,0,1,1,0,5,high ss1
FG017,10,1,Low-Slow,1,80,0.62,1,0,0.44,1,0,0,1,5,high ss1
FG017,11,1,Low-Slow,3,5,0.98,-1,-1,0.04,0,0,1,0,5,high ss1
FG017,12,1,Low-Slow,2,15,0.42,-1,-2,5.09,0,1,1,0,5,high ss1
FG017,13,1,Low-Slow,3,5,0.47,-1,-3,2.79,0,1,1,0,5,high ss1
FG017,14,1,Low-Slow,1,80,0.28,1,-2,0.68,0,1,1,0,5,high ss1
FG017,15,1,Low-Slow,1,80,0.82,-1,-3,0.48,1,0,0,1,5,high ss1
FG017,16,1,Low-Slow,2,15,0.06,1,-2,2.31,0,1,1,0,5,high ss1
FG017,17,1,Low-Slow,1,80,0.52,1,-1,2.62,0,0,1,0,5,high ss1
FG017,18,1,Low-Slow,2,15,0.07,1,0,0.77,0,0,1,0,5,high ss1
FG017,19,1,Low-Slow,3,5,0.31,-1,-1,3.39,0,0,1,0,5,high ss1
FG017,20,1,Low-Slow,1,80,0.9,-1,-2,0.43,0,1,1,0,5,high ss1
FG017,21,1,Low-Slow,2,15,0.8,-1,-3,0.26,0,1,1,0,5,high ss1
FG017,22,1,Low-Slow,3,5,0.63,-1,-4,1.43,0,1,1,0,5,high ss1
FG017,23,1,Low-Slow,2,15,0.45,-1,-5,3.92,0,1,1,0,5,high ss1
FG017,24,1,Low-Slow,1,80,0.57,1,-4,0.92,0,1,1,0,5,high ss1
FG017,25,1,Low-Slow,2,5,0.45,-1,-5,3.49,0,0,1,0,5,high ss1
FG017,26,1,Low-Slow,1,15,0.32,-1,-6,0.44,0,1,1,0,5,high ss1
FG017,27,1,Low-Slow,3,80,0.96,-1,-7,1.03,0,1,1,0,5,high ss1
FG017,28,1,Low-Slow,1,15,0.91,-1,-8,0.35,0,1,1,0,5,high ss1
FG017,29,1,Low-Slow,2,5,0.29,-1,-9,1.56,0,1,1,0,5,high ss1
FG017,30,1,Low-Slow,3,80,0.48,1,-8,0.56,0,1,1,0,5,high ss1
FG017,31,1,Low-Slow,1,15,0.18,-1,-9,1.04,0,0,1,0,5,high ss1
FG017,32,1,Low-Slow,2,5,0.68,-1,-10,0.94,0,1,1,0,5,high ss1
FG017,33,1,Low-Slow,3,80,0.41,1,-9,0.21,0,1,1,0,5,high ss1
FG017,34,1,Low-Slow,1,15,0.02,1,-8,1.14,0,0,1,0,5,high ss1
FG017,35,1,Low-Slow,1,15,0.21,-1,-9,0.69,1,0,0,1,5,high ss1
FG017,36,1,Low-Slow,2,5,0.61,-1,-10,0.64,0,1,1,0,5,high ss1
FG017,37,1,Low-Slow,1,15,0.12,1,-9,1.12,0,1,1,0,5,high ss1
FG017,38,1,Low-Slow,2,5,0.9,-1,-10,1.52,0,0,1,0,5,high ss1
FG017,39,1,Low-Slow,3,80,0.39,1,-9,0.04,0,1,1,0,5,high ss1
FG017,40,1,Low-Slow,1,15,0.53,-1,-10,0.16,0,0,1,0,5,high ss1
FG017,41,1,Low-Slow,2,5,0.45,-1,-11,1.21,0,1,1,0,5,high ss1
FG017,42,1,Low-Slow,1,15,0.27,-1,-12,1.92,0,1,1,0,5,high ss1
FG017,43,1,Low-Slow,2,5,0.21,-1,-13,0.91,0,1,1,0,5,high ss1
FG017,44,1,Low-Slow,1,15,0.64,-1,-14,0.83,0,1,1,0,5,high ss1
FG017,45,1,Low-Slow,3,80,0.75,1,-13,0.15,0,1,1,0,5,high ss1
FG017,46,1,Low-Slow,3,80,0.52,1,-12,0.46,1,0,0,1,5,high ss1
FG017,47,1,Low-Slow,3,80,0.65,1,-11,0.94,1,0,0,1,5,high ss1
FG017,48,1,Low-Slow,3,80,0.37,1,-10,0.25,1,0,0,1,5,high ss1
FG017,49,1,Low-Slow,3,80,0.71,1,-9,0.67,1,0,0,1,5,high ss1
FG017,50,1,Low-Slow,3,80,0.07,1,-8,0.21,1,0,0,1,5,high ss1
FG017,101,2,High-Slow,1,60,0.79,-1,-9,3.93,0,0,1,0,5,high ss1
FG017,102,2,High-Slow,3,15,0.08,1,-8,0.56,0,1,1,0,5,high ss1
FG017,103,2,High-Slow,3,15,0.39,-1,-9,0.08,1,0,0,1,5,high ss1
FG017,104,2,High-Slow,1,60,0.37,1,-8,0.49,0,1,1,0,5,high ss1
FG017,105,2,High-Slow,1,60,0.53,1,-7,0.15,1,0,0,1,5,high ss1
FG017,106,2,High-Slow,2,25,0.89,-1,-8,0.99,0,0,1,0,5,high ss1
FG017,107,2,High-Slow,1,60,0.35,1,-7,0.88,0,1,1,0,5,high ss1
FG017,108,2,High-Slow,1,60,0.02,1,-6,0.19,1,0,0,1,5,high ss1
FG017,109,2,High-Slow,1,60,0.33,1,-5,0.27,1,0,0,1,5,high ss1
FG017,110,2,High-Slow,1,60,0.54,1,-4,0.12,1,0,0,1,5,high ss1
FG017,111,2,High-Slow,1,60,0.42,1,-3,0.13,1,0,0,1,5,high ss1
FG017,112,2,High-Slow,1,60,0.37,1,-2,0.26,1,0,0,1,5,high ss1
FG017,113,2,High-Slow,1,60,0.37,1,-1,1.26,1,0,0,1,5,high ss1
FG017,114,2,High-Slow,1,60,0.79,-1,-2,0.28,1,0,0,1,5,high ss1
FG017,115,2,High-Slow,3,15,0.58,-1,-3,0.69,0,1,1,0,5,high ss1
FG017,116,2,High-Slow,2,25,0.57,-1,-4,0.23,0,1,1,0,5,high ss1
FG017,117,2,High-Slow,1,60,0.76,-1,-5,0.09,0,1,1,0,5,high ss1
FG017,118,2,High-Slow,2,25,0.01,1,-4,1.51,0,1,1,0,5,high ss1
FG017,119,2,High-Slow,2,25,0.93,-1,-5,0.36,1,0,0,1,5,high ss1
FG017,120,2,High-Slow,3,15,0.44,-1,-6,0.29,0,1,1,0,5,high ss1
FG017,121,2,High-Slow,2,25,0.51,-1,-7,0.38,0,1,1,0,5,high ss1
FG017,122,2,High-Slow,1,60,0.07,1,-6,0.52,0,1,1,0,5,high ss1
FG017,123,2,High-Slow,1,60,0.14,1,-5,0.24,1,0,0,1,5,high ss1
FG017,124,2,High-Slow,1,60,0.63,-1,-6,0.2,1,0,0,1,5,high ss1
FG017,125,2,High-Slow,3,15,0.74,-1,-7,1.81,0,1,1,0,5,high ss1
FG017,126,2,High-Slow,3,25,0.53,-1,-8,0.85,0,0,0,1,5,high ss1
FG017,127,2,High-Slow,2,60,0.6,1,-7,0.32,0,1,1,0,5,high ss1
FG017,128,2,High-Slow,2,60,0.22,1,-6,0.24,1,0,0,1,5,high ss1
FG017,129,2,High-Slow,2,60,0.19,1,-5,0.16,1,0,0,1,5,high ss1
FG017,130,2,High-Slow,2,60,0.6,1,-4,0.18,1,0,0,1,5,high ss1
FG017,131,2,High-Slow,2,60,0.8,-1,-5,0.27,1,0,0,1,5,high ss1
FG017,132,2,High-Slow,3,25,0.59,-1,-6,0.35,0,1,1,0,5,high ss1
FG017,133,2,High-Slow,1,15,0.64,-1,-7,0.15,0,1,1,0,5,high ss1
FG017,134,2,High-Slow,2,60,0.93,-1,-8,0.95,0,1,1,0,5,high ss1
FG017,135,2,High-Slow,3,25,0.79,-1,-9,0.31,0,1,1,0,5,high ss1
FG017,136,2,High-Slow,1,15,0.82,-1,-10,0.76,0,1,1,0,5,high ss1
FG017,137,2,High-Slow,2,60,0.87,-1,-11,1.18,0,1,1,0,5,high ss1
FG017,138,2,High-Slow,2,60,0.49,1,-10,0.01,0,0,0,1,5,high ss1
FG017,139,2,High-Slow,2,60,0.08,1,-9,0.9,1,0,0,1,5,high ss1
FG017,140,2,High-Slow,2,60,0.55,1,-8,0.38,1,0,0,1,5,high ss1
FG017,141,2,High-Slow,2,60,0.65,-1,-9,0.24,1,0,0,1,5,high ss1
